observed_on,url,image_url,latitude,longitude,positional_accuracy,public_positional_accuracy,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
2023-05-10,https://www.inaturalist.org/observations/160993555,https://inaturalist-open-data.s3.amazonaws.com/photos/278243400/medium.jpeg,29.47240455,-98.47352475,13,13,Blue Curls,Phacelia congesta,Blue Curls,Plantae,50858
2023-05-10,https://www.inaturalist.org/observations/160993577,https://inaturalist-open-data.s3.amazonaws.com/photos/278243463/medium.jpg,29.6226133333,-103.1392278333,4,4,Horse Crippler Cactus,Homalocephala texensis,Horse Crippler Cactus,Plantae,870496
2023-05-10,https://www.inaturalist.org/observations/160993626,https://inaturalist-open-data.s3.amazonaws.com/photos/278244503/medium.jpeg,39.0615234375,-108.6252746582,4,4,Mojave Kingcup Cactus,Echinocereus triglochidiatus mojavensis,Mojave Kingcup Cactus,Plantae,858352
2023-05-10,https://www.inaturalist.org/observations/160993663,https://static.inaturalist.org/photos/278243712/medium.jpg,32.9967803214,-117.2334520966,4,4,Bushrue,Cneoridium dumosum,Bushrue,Plantae,76402
2023-05-10,https://www.inaturalist.org/observations/160993684,https://static.inaturalist.org/photos/278243654/medium.jpeg,35.71014,-89.61563,8,8,multiflora rose,Rosa multiflora,multiflora rose,Plantae,78882
2023-05-10,https://www.inaturalist.org/observations/160993711,https://inaturalist-open-data.s3.amazonaws.com/photos/278243730/medium.jpeg,42.58760363,-72.52189866,7,7,striped wintergreen,Chimaphila maculata,striped wintergreen,Plantae,82358
2023-05-10,https://www.inaturalist.org/observations/160993744,https://inaturalist-open-data.s3.amazonaws.com/photos/278243898/medium.jpg,32.2108120518,-110.7133026236,200,200,Chain-fruit Cholla,Cylindropuntia fulgida,Chain-fruit Cholla,Plantae,129418
2023-05-10,https://www.inaturalist.org/observations/160993759,https://static.inaturalist.org/photos/278243814/medium.jpg,41.250655,-73.7685866667,10,10,Jack-in-the-Pulpit,Arisaema triphyllum,Jack-in-the-Pulpit,Plantae,50310
2023-05-10,https://www.inaturalist.org/observations/160993762,https://inaturalist-open-data.s3.amazonaws.com/photos/278243813/medium.jpeg,42.58732443,-72.52237848,5,5,eastern white pine,Pinus strobus,eastern white pine,Plantae,52391
2023-05-10,https://www.inaturalist.org/observations/160993774,https://static.inaturalist.org/photos/278243826/medium.jpeg,34.0280758997,-116.0776821997,,,Fringed Onion,Allium fimbriatum,Fringed Onion,Plantae,58353
2023-05-10,https://www.inaturalist.org/observations/160993846,https://inaturalist-open-data.s3.amazonaws.com/photos/278243950/medium.jpeg,42.58696026,-72.52217166,6,6,pitch pine,Pinus rigida,pitch pine,Plantae,53464
2023-05-10,https://www.inaturalist.org/observations/160993864,https://inaturalist-open-data.s3.amazonaws.com/photos/278243988/medium.jpeg,29.47256543,-98.47375232,4,4,Drummond's ruellia,Ruellia drummondiana,Drummond's ruellia,Plantae,168215
2023-05-10,https://www.inaturalist.org/observations/160993902,https://inaturalist-open-data.s3.amazonaws.com/photos/278244047/medium.jpeg,29.4726071,-98.47370104,7,7,shrubby copperleaf,Acalypha phleoides,shrubby copperleaf,Plantae,157900
2023-05-10,https://www.inaturalist.org/observations/160993903,https://inaturalist-open-data.s3.amazonaws.com/photos/278244038/medium.jpg,34.0239055,-116.0769111667,4,4,desert mariposa lily,Calochortus kennedyi,desert mariposa lily,Plantae,61494
2023-05-10,https://www.inaturalist.org/observations/160993907,https://static.inaturalist.org/photos/278244052/medium.jpeg,34.0290274997,-116.0774136997,,,Fluffgrass,Dasyochloa pulchella,Fluffgrass,Plantae,76607
2023-05-10,https://www.inaturalist.org/observations/160993918,https://inaturalist-open-data.s3.amazonaws.com/photos/278244086/medium.jpeg,29.47259938,-98.47383849,4,4,Turk's cap,Malvaviscus arboreus,Turk's cap,Plantae,120942
2023-05-10,https://www.inaturalist.org/observations/160993928,https://inaturalist-open-data.s3.amazonaws.com/photos/278244105/medium.jpeg,42.58624122,-72.52249087,9,9,eastern white pine,Pinus strobus,eastern white pine,Plantae,52391
2023-05-10,https://www.inaturalist.org/observations/160993952,https://inaturalist-open-data.s3.amazonaws.com/photos/278244169/medium.jpeg,39.3157444444,-76.6203722222,,,white clover,Trifolium repens,white clover,Plantae,55745
2023-05-10,https://www.inaturalist.org/observations/160993955,https://static.inaturalist.org/photos/278244185/medium.jpg,35.0373956867,-85.2610945625,7407,7407,Virginia sweetspire,Itea virginica,Virginia sweetspire,Plantae,83152
2023-05-10,https://www.inaturalist.org/observations/160993960,https://static.inaturalist.org/photos/278244190/medium.jpeg,34.0293806,-116.0770619,,,Mojave desertparsley,Lomatium mohavense,Mojave desertparsley,Plantae,57905
2023-05-10,https://www.inaturalist.org/observations/160993987,https://inaturalist-open-data.s3.amazonaws.com/photos/278244233/medium.jpg,34.0239611667,-116.0779195,4,4,desert larkspur,Delphinium parishii,desert larkspur,Plantae,68570
2023-05-10,https://www.inaturalist.org/observations/160993990,https://inaturalist-open-data.s3.amazonaws.com/photos/278244251/medium.jpeg,29.47258074,-98.47377216,7,7,Carolina snailseed,Cocculus carolinus,Carolina snailseed,Plantae,119957
2023-05-10,https://www.inaturalist.org/observations/160994007,https://inaturalist-open-data.s3.amazonaws.com/photos/278244287/medium.jpeg,29.47265738,-98.47376219,8,8,False dayflower,Tinantia anomala,False dayflower,Plantae,155806
2023-05-10,https://www.inaturalist.org/observations/160994021,https://inaturalist-open-data.s3.amazonaws.com/photos/278244327/medium.jpeg,29.47266422,-98.47376067,9,9,Turk's cap,Malvaviscus arboreus,Turk's cap,Plantae,120942
2023-05-10,https://www.inaturalist.org/observations/160994030,https://static.inaturalist.org/photos/278244331/medium.jpeg,34.0297744,-116.0767512997,,,Scale Bud,Anisocoma acaulis,Scale Bud,Plantae,57910
2023-05-10,https://www.inaturalist.org/observations/160994038,https://static.inaturalist.org/photos/278244388/medium.jpeg,40.85168194,-76.64191504,6,6,garlic mustard,Alliaria petiolata,garlic mustard,Plantae,56061
2023-05-10,https://www.inaturalist.org/observations/160994044,https://static.inaturalist.org/photos/278244365/medium.jpeg,34.0297758997,-116.0767328,,,Mojave Yucca,Yucca schidigera,Mojave Yucca,Plantae,68400
2023-05-10,https://www.inaturalist.org/observations/160994046,https://inaturalist-open-data.s3.amazonaws.com/photos/278244382/medium.jpeg,30.5374908,-97.7017775997,,,lemon beebalm,Monarda citriodora,lemon beebalm,Plantae,122587
2023-05-10,https://www.inaturalist.org/observations/160994062,https://static.inaturalist.org/photos/278244400/medium.jpeg,34.0299363,-116.0765942997,,,Blackbrush,Coleogyne ramosissima,Blackbrush,Plantae,68559
2023-05-10,https://www.inaturalist.org/observations/160994067,https://inaturalist-open-data.s3.amazonaws.com/photos/278244424/medium.jpeg,29.4728649,-98.47364364,6,6,black willow,Salix nigra,black willow,Plantae,54847
2023-05-10,https://www.inaturalist.org/observations/160994107,https://inaturalist-open-data.s3.amazonaws.com/photos/278244492/medium.jpeg,29.47285636,-98.47365141,7,7,box elder,Acer negundo,box elder,Plantae,47726
2023-05-10,https://www.inaturalist.org/observations/160994117,https://inaturalist-open-data.s3.amazonaws.com/photos/278244496/medium.jpg,34.0241861667,-116.078025,4,4,desert Christmas tree,Pholisma arenarium,desert Christmas tree,Plantae,78556
2023-05-10,https://www.inaturalist.org/observations/160994133,https://inaturalist-open-data.s3.amazonaws.com/photos/278244520/medium.jpg,33.1497028333,-117.2578283333,4,4,Fairy Mist,Pterostegia drymarioides,Fairy Mist,Plantae,53191
2023-05-10,https://www.inaturalist.org/observations/160994139,https://inaturalist-open-data.s3.amazonaws.com/photos/278244547/medium.jpg,36.564455,-86.3621216667,5,5,multiflora rose,Rosa multiflora,multiflora rose,Plantae,78882
2023-05-07,https://www.inaturalist.org/observations/160994171,https://inaturalist-open-data.s3.amazonaws.com/photos/278240636/medium.jpeg,36.4832454765,-121.1673244498,25,25,Monterey Monkeyflower,Diplacus linearis,Monterey Monkeyflower,Plantae,161943
2023-05-07,https://www.inaturalist.org/observations/160994173,https://inaturalist-open-data.s3.amazonaws.com/photos/278240722/medium.jpeg,36.4830142342,-121.1677443221,16,16,Coffee Fern,Pellaea andromedifolia,Coffee Fern,Plantae,57231
2023-05-07,https://www.inaturalist.org/observations/160994175,https://inaturalist-open-data.s3.amazonaws.com/photos/278240833/medium.jpeg,36.4828943164,-121.1688378964,27,27,Woolly Indian Paintbrush,Castilleja foliolosa,Woolly Indian Paintbrush,Plantae,56760
2023-05-07,https://www.inaturalist.org/observations/160994179,https://inaturalist-open-data.s3.amazonaws.com/photos/278240942/medium.jpeg,36.4828919844,-121.1689126935,10,10,black sage,Salvia mellifera,black sage,Plantae,50643
2023-05-10,https://www.inaturalist.org/observations/160994204,https://inaturalist-open-data.s3.amazonaws.com/photos/278244669/medium.jpeg,45.1145515442,-74.5152587891,9,9,red trillium,Trillium erectum,red trillium,Plantae,50855
2023-05-10,https://www.inaturalist.org/observations/160994217,https://inaturalist-open-data.s3.amazonaws.com/photos/278244671/medium.jpg,33.6854121136,-118.0230717828,3,3,black sage,Salvia mellifera,black sage,Plantae,50643
2023-05-10,https://www.inaturalist.org/observations/160994221,https://static.inaturalist.org/photos/278244710/medium.jpeg,34.0311312997,-116.0762450997,,,Wishbone Bush,Mirabilis laevis,Wishbone Bush,Plantae,78082
2023-05-10,https://www.inaturalist.org/observations/160994257,https://inaturalist-open-data.s3.amazonaws.com/photos/278244764/medium.jpg,40.4309492698,-104.9932798372,5,5,showy milkweed,Asclepias speciosa,showy milkweed,Plantae,62292
2023-05-10,https://www.inaturalist.org/observations/160994259,https://inaturalist-open-data.s3.amazonaws.com/photos/278244758/medium.jpeg,29.47233598,-98.47395466,7,7,smallflower desert-chicory,Pyrrhopappus pauciflorus,smallflower desert-chicory,Plantae,135226
2023-05-10,https://www.inaturalist.org/observations/160994282,https://static.inaturalist.org/photos/278244804/medium.jpeg,34.0313944997,-116.0759156997,,,Engelmann's Hedgehog Cactus,Echinocereus engelmannii,Engelmann's Hedgehog Cactus,Plantae,76754
2023-05-10,https://www.inaturalist.org/observations/160994291,https://inaturalist-open-data.s3.amazonaws.com/photos/278244816/medium.jpeg,29.47225615,-98.47388169,7,7,Drummond's phlox,Phlox drummondii,Drummond's phlox,Plantae,126177
2023-05-10,https://www.inaturalist.org/observations/160994295,https://inaturalist-open-data.s3.amazonaws.com/photos/278244827/medium.jpeg,30.5374908,-97.7017775997,,,common hedge parsley,Torilis arvensis,common hedge parsley,Plantae,56846
2023-05-10,https://www.inaturalist.org/observations/160994298,https://static.inaturalist.org/photos/278244824/medium.jpeg,34.0345912,-116.0746883,,,Cottontop Cactus,Homalocephala polycephala,Cottontop Cactus,Plantae,870498
2023-05-10,https://www.inaturalist.org/observations/160994327,https://inaturalist-open-data.s3.amazonaws.com/photos/278244885/medium.jpeg,29.47195165,-98.47392704,6,6,Pinkladies,Oenothera speciosa,Pinkladies,Plantae,48625
2023-05-10,https://www.inaturalist.org/observations/160994330,https://inaturalist-open-data.s3.amazonaws.com/photos/278244994/medium.jpeg,45.5010032654,-89.5656661987,19730,19730,trailing arbutus,Epigaea repens,trailing arbutus,Plantae,83075
2023-05-10,https://www.inaturalist.org/observations/160994341,https://static.inaturalist.org/photos/278244913/medium.jpeg,34.0353208,-116.0749040997,,,Freckled Milkvetch,Astragalus lentiginosus,Freckled Milkvetch,Plantae,59501
2023-05-10,https://www.inaturalist.org/observations/160994345,https://inaturalist-open-data.s3.amazonaws.com/photos/278244938/medium.jpeg,29.47194324,-98.4739219,6,6,Dakota mock vervain,Glandularia bipinnatifida,Dakota mock vervain,Plantae,125675
2023-05-10,https://www.inaturalist.org/observations/160994354,https://inaturalist-open-data.s3.amazonaws.com/photos/278244961/medium.jpg,44.3860976352,-123.732123077,8,8,carpet bugle,Ajuga reptans,carpet bugle,Plantae,56099
2023-05-10,https://www.inaturalist.org/observations/160994381,https://static.inaturalist.org/photos/278244980/medium.jpeg,34.0360946997,-116.0743946997,,,Kingcup Cactus,Echinocereus triglochidiatus,Kingcup Cactus,Plantae,82276
2023-05-10,https://www.inaturalist.org/observations/160994415,https://inaturalist-open-data.s3.amazonaws.com/photos/278245049/medium.jpeg,29.47124918,-98.47346734,8,8,Sweet acacia,Vachellia farnesiana,Sweet acacia,Plantae,79472
2023-05-04,https://www.inaturalist.org/observations/160994424,https://inaturalist-open-data.s3.amazonaws.com/photos/278244793/medium.jpg,32.27235,-64.8799361117,4,4,common hedge parsley,Torilis arvensis,common hedge parsley,Plantae,56846
2023-05-10,https://www.inaturalist.org/observations/160994431,https://static.inaturalist.org/photos/278246177/medium.jpeg,34.0364313997,-116.0742912997,,,Mojave Woodyaster,Xylorhiza tortifolia,Mojave Woodyaster,Plantae,64715
2023-05-10,https://www.inaturalist.org/observations/160994442,https://inaturalist-open-data.s3.amazonaws.com/photos/278245111/medium.jpeg,29.47080282,-98.47377677,5,5,lotebush,Sarcomphalus obtusifolius,lotebush,Plantae,867172
2023-05-10,https://www.inaturalist.org/observations/160994471,https://static.inaturalist.org/photos/278245151/medium.jpeg,34.0384598997,-116.0723217997,,,Desert Paintbrush,Castilleja chromosa,Desert Paintbrush,Plantae,76139
2023-05-10,https://www.inaturalist.org/observations/160994473,https://inaturalist-open-data.s3.amazonaws.com/photos/278245156/medium.jpeg,29.4708681,-98.47364898,5,5,sweet Indian Mallow,Abutilon fruticosum,sweet Indian Mallow,Plantae,157838
2023-04-30,https://www.inaturalist.org/observations/160994493,https://inaturalist-open-data.s3.amazonaws.com/photos/278245182/medium.jpeg,33.6095461537,-117.7673549205,282,282,California beeplant,Scrophularia californica,California beeplant,Plantae,50812
2023-05-10,https://www.inaturalist.org/observations/160994508,https://inaturalist-open-data.s3.amazonaws.com/photos/278245215/medium.jpeg,42.5865632,-72.52272059,6,6,striped wintergreen,Chimaphila maculata,striped wintergreen,Plantae,82358
2023-05-10,https://www.inaturalist.org/observations/160994540,https://inaturalist-open-data.s3.amazonaws.com/photos/278245302/medium.jpeg,42.58659562,-72.52268062,6,6,striped maple,Acer pensylvanicum,striped maple,Plantae,48095
2023-05-10,https://www.inaturalist.org/observations/160994558,https://inaturalist-open-data.s3.amazonaws.com/photos/278245321/medium.jpg,34.0281195,-116.0778055,3,3,Cushion Foxtail Cactus,Escobaria alversonii,Cushion Foxtail Cactus,Plantae,143721
2023-05-10,https://www.inaturalist.org/observations/160994575,https://inaturalist-open-data.s3.amazonaws.com/photos/278245354/medium.jpeg,39.84315346,-86.1713409,7,7,mayapple,Podophyllum peltatum,mayapple,Plantae,49288
2023-05-10,https://www.inaturalist.org/observations/160994629,https://inaturalist-open-data.s3.amazonaws.com/photos/278245469/medium.jpeg,29.4721237,-98.4761868,1299,1299,white heath aster,Symphyotrichum ericoides,white heath aster,Plantae,126654
2023-05-10,https://www.inaturalist.org/observations/160994640,https://inaturalist-open-data.s3.amazonaws.com/photos/278245293/medium.jpeg,43.077450727,-89.4042035136,4,4,Dutchman's breeches,Dicentra cucullaria,Dutchman's breeches,Plantae,51053
2023-05-10,https://www.inaturalist.org/observations/160994642,https://inaturalist-open-data.s3.amazonaws.com/photos/278245312/medium.jpeg,43.0771975488,-89.4035744,4,4,Virginia bluebells,Mertensia virginica,Virginia bluebells,Plantae,59771
2023-05-10,https://www.inaturalist.org/observations/160994657,https://inaturalist-open-data.s3.amazonaws.com/photos/278245552/medium.jpeg,29.46821603,-98.47217151,6,6,Texas live oak,Quercus fusiformis,Texas live oak,Plantae,167647
2023-05-10,https://www.inaturalist.org/observations/160994662,https://inaturalist-open-data.s3.amazonaws.com/photos/278245699/medium.jpg,39.5638006609,-79.113073719,118,118,Jack-in-the-Pulpit,Arisaema triphyllum,Jack-in-the-Pulpit,Plantae,50310
2023-05-10,https://www.inaturalist.org/observations/160994733,https://inaturalist-open-data.s3.amazonaws.com/photos/278245686/medium.jpeg,29.46864747,-98.47196357,6,6,lemon beebalm,Monarda citriodora,lemon beebalm,Plantae,122587
2023-05-10,https://www.inaturalist.org/observations/160994735,https://inaturalist-open-data.s3.amazonaws.com/photos/278245679/medium.jpg,41.3293533333,-72.7110666667,33,33,Pinxter Flower,Rhododendron periclymenoides,Pinxter Flower,Plantae,49822
2023-05-10,https://www.inaturalist.org/observations/160994737,https://inaturalist-open-data.s3.amazonaws.com/photos/278245687/medium.jpeg,19.7276810836,-99.4523654971,7,7,Trompetilla,Bouvardia ternifolia,firecrackerbush,Plantae,147990
2023-05-10,https://www.inaturalist.org/observations/160994782,https://inaturalist-open-data.s3.amazonaws.com/photos/278245810/medium.jpg,33.1730166667,-117.27768,4,4,western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
2023-05-10,https://www.inaturalist.org/observations/160994823,https://inaturalist-open-data.s3.amazonaws.com/photos/278245919/medium.jpg,44.5372683448,-89.5697249091,72,72,Japanese barberry,Berberis thunbergii,Japanese barberry,Plantae,58727
2023-05-10,https://www.inaturalist.org/observations/160994849,https://inaturalist-open-data.s3.amazonaws.com/photos/278246010/medium.jpeg,29.46946796,-98.47292193,5,5,tall poppymallow,Callirhoe leiocarpa,tall poppymallow,Plantae,159672
2023-05-10,https://www.inaturalist.org/observations/160994854,https://static.inaturalist.org/photos/278246004/medium.jpg,48.7219866667,-122.48002,4,4,sweet vernal grass,Anthoxanthum odoratum,sweet vernal grass,Plantae,75475
2023-05-10,https://www.inaturalist.org/observations/160994895,https://inaturalist-open-data.s3.amazonaws.com/photos/278246159/medium.jpg,32.8459166667,-117.1721333333,4,4,California Buckwheat,Eriogonum fasciculatum,California Buckwheat,Plantae,54999
2023-05-10,https://www.inaturalist.org/observations/160994897,https://inaturalist-open-data.s3.amazonaws.com/photos/278246130/medium.jpg,37.2746166667,-122.0781471667,4,4,Red larkspur,Delphinium nudicaule,Red larkspur,Plantae,50642
2023-05-10,https://www.inaturalist.org/observations/160994898,https://inaturalist-open-data.s3.amazonaws.com/photos/278246109/medium.jpeg,29.46945211,-98.47296355,7,7,giant spiderwort,Tradescantia gigantea,giant spiderwort,Plantae,169865
2023-05-10,https://www.inaturalist.org/observations/160994902,https://inaturalist-open-data.s3.amazonaws.com/photos/278246110/medium.jpg,34.0316305,-116.0760805,4,4,Mojave desertparsley,Lomatium mohavense,Mojave desertparsley,Plantae,57905
2023-05-10,https://www.inaturalist.org/observations/160994995,https://static.inaturalist.org/photos/278246280/medium.jpeg,44.8965147997,-81.1122617997,,,smooth cliffbrake,Pellaea glabella,smooth cliffbrake,Plantae,122083
2023-05-10,https://www.inaturalist.org/observations/160995009,https://inaturalist-open-data.s3.amazonaws.com/photos/278246294/medium.jpg,44.537665051,-89.5697342665,83,83,great stinging nettle,Urtica dioica,great stinging nettle,Plantae,51884
2023-05-10,https://www.inaturalist.org/observations/160995037,https://static.inaturalist.org/photos/278246394/medium.jpeg,34.0385135,-116.0723476997,,,Thickleaf Groundcherry,Physalis crassifolia,Thickleaf Groundcherry,Plantae,78565
2023-05-05,https://www.inaturalist.org/observations/160995075,https://inaturalist-open-data.s3.amazonaws.com/photos/278245226/medium.jpg,32.2573277783,-64.868675,4,4,hairy abutilon,Abutilon grandifolium,hairy abutilon,Plantae,157839
2023-05-10,https://www.inaturalist.org/observations/160995096,https://inaturalist-open-data.s3.amazonaws.com/photos/278246433/medium.jpg,32.8459166667,-117.1721033333,4,4,Blue Dicks,Dipterostemon capitatus,Blue Dicks,Plantae,1196784
2023-05-10,https://www.inaturalist.org/observations/160995116,https://static.inaturalist.org/photos/278246470/medium.jpeg,34.0396457,-116.0713958997,,,Pancake Pricklypear,Opuntia chlorotica,Pancake Pricklypear,Plantae,78263
2023-05-10,https://www.inaturalist.org/observations/160995129,https://static.inaturalist.org/photos/278246487/medium.jpeg,44.9033799997,-81.1021025,,,red columbine,Aquilegia canadensis,red columbine,Plantae,49868
2023-05-10,https://www.inaturalist.org/observations/160995135,https://static.inaturalist.org/photos/278246500/medium.jpeg,34.0397638997,-116.0712352,,,Engelmann's Hedgehog Cactus,Echinocereus engelmannii,Engelmann's Hedgehog Cactus,Plantae,76754
2023-05-10,https://www.inaturalist.org/observations/160995163,https://inaturalist-open-data.s3.amazonaws.com/photos/278246567/medium.jpeg,29.46664898,-98.47049102,8,8,Mexican Chickweed,Stellaria cuspidata,Mexican Chickweed,Plantae,169336
2023-05-10,https://www.inaturalist.org/observations/160995177,https://inaturalist-open-data.s3.amazonaws.com/photos/278246614/medium.jpg,44.5376321289,-89.5696794253,53,53,wood anemone,Anemonoides quinquefolia,wood anemone,Plantae,950598
2023-05-10,https://www.inaturalist.org/observations/160995182,https://static.inaturalist.org/photos/278246611/medium.jpeg,33.7560340781,-116.4749063551,429,429,Schott's Pygmycedar,Peucephyllum schottii,Schott's Pygmycedar,Plantae,78467
2023-05-10,https://www.inaturalist.org/observations/160995245,https://inaturalist-open-data.s3.amazonaws.com/photos/278246639/medium.jpeg,34.0254972222,-116.0783333333,,,Fringed Onion,Allium fimbriatum,Fringed Onion,Plantae,58353
2023-05-10,https://www.inaturalist.org/observations/160995274,https://inaturalist-open-data.s3.amazonaws.com/photos/278246737/medium.jpeg,29.46983027,-98.47037849,9,9,Alamo vine,Distimake dissectus,Alamo vine,Plantae,907480
2023-05-10,https://www.inaturalist.org/observations/160995275,https://static.inaturalist.org/photos/278246727/medium.jpeg,41.6248222222,-71.7146555556,,,green false hellebore,Veratrum viride,green false hellebore,Plantae,79484
2023-05-10,https://www.inaturalist.org/observations/160995285,https://inaturalist-open-data.s3.amazonaws.com/photos/278245803/medium.jpeg,33.0436843694,-97.0539645076,8,8,upright prairie coneflower,Ratibida columnifera,upright prairie coneflower,Plantae,78836
2023-05-10,https://www.inaturalist.org/observations/160995300,https://inaturalist-open-data.s3.amazonaws.com/photos/278246769/medium.jpg,43.5802616667,-72.54937,4,4,Salamander Algae,Oophila amblystomatis,Salamander Algae,Plantae,480633
2023-05-10,https://www.inaturalist.org/observations/160995301,https://inaturalist-open-data.s3.amazonaws.com/photos/278246791/medium.jpeg,29.46982794,-98.47036416,9,9,Anacua,Ehretia anacua,Anacua,Plantae,162209
2023-05-10,https://www.inaturalist.org/observations/160995303,https://static.inaturalist.org/photos/278246781/medium.jpeg,41.624875,-71.71415,,,wood anemone,Anemonoides quinquefolia,wood anemone,Plantae,950598
2023-05-10,https://www.inaturalist.org/observations/160995304,https://static.inaturalist.org/photos/278246789/medium.jpeg,33.7558102397,-116.4765827358,110,110,Thurber's Sandpaper Plant,Petalonyx thurberi,Thurber's Sandpaper Plant,Plantae,78460
2023-05-10,https://www.inaturalist.org/observations/160995309,https://inaturalist-open-data.s3.amazonaws.com/photos/278246795/medium.jpeg,42.58771244,-72.52184988,7,7,northern starflower,Lysimachia borealis,northern starflower,Plantae,204174
2023-05-10,https://www.inaturalist.org/observations/160995313,https://static.inaturalist.org/photos/278246851/medium.jpg,43.0849937015,-71.05934062,4,4,wood anemone,Anemonoides quinquefolia,wood anemone,Plantae,950598
2023-05-10,https://www.inaturalist.org/observations/160995314,https://inaturalist-open-data.s3.amazonaws.com/photos/278246813/medium.jpg,44.5350921853,-89.5696198723,86,86,American yellowrocket,Barbarea orthoceras,American yellowrocket,Plantae,52976
2023-05-10,https://www.inaturalist.org/observations/160995328,https://inaturalist-open-data.s3.amazonaws.com/photos/278247073/medium.jpg,34.0250471667,-116.0789721667,,,desert calico,Loeseliastrum matthewsii,desert calico,Plantae,58254
2023-05-10,https://www.inaturalist.org/observations/160995329,https://inaturalist-open-data.s3.amazonaws.com/photos/278246875/medium.jpg,35.2300216667,-114.0096888833,4,4,Colorado Four o'Clock,Mirabilis multiflora,Colorado Four o'Clock,Plantae,58210
2023-05-10,https://www.inaturalist.org/observations/160995335,https://static.inaturalist.org/photos/278246886/medium.jpeg,44.9062545997,-81.1007108997,,,Dutchman's breeches,Dicentra cucullaria,Dutchman's breeches,Plantae,51053
2023-05-10,https://www.inaturalist.org/observations/160995392,https://inaturalist-open-data.s3.amazonaws.com/photos/278247031/medium.jpeg,42.7330771002,-89.3444677766,12,12,wild geranium,Geranium maculatum,wild geranium,Plantae,47699
2023-05-10,https://www.inaturalist.org/observations/160995411,https://static.inaturalist.org/photos/278247047/medium.jpeg,34.0427759,-116.0704687,,,Cushion Foxtail Cactus,Escobaria alversonii,Cushion Foxtail Cactus,Plantae,143721
2023-05-10,https://www.inaturalist.org/observations/160995433,https://static.inaturalist.org/photos/278247094/medium.jpeg,34.0453307,-116.0692587,,,California Barrel Cactus,Ferocactus cylindraceus,California Barrel Cactus,Plantae,54453
2023-05-10,https://www.inaturalist.org/observations/160995434,https://inaturalist-open-data.s3.amazonaws.com/photos/278254588/medium.jpeg,37.7861300985,-122.4975524559,27,27,calla lily,Zantedeschia aethiopica,calla lily,Plantae,56006
2023-05-10,https://www.inaturalist.org/observations/160995437,https://static.inaturalist.org/photos/278247110/medium.jpeg,33.7551493137,-116.4757183939,123,123,Catclaw Acacia,Senegalia greggii,Catclaw Acacia,Plantae,79056
2023-05-10,https://www.inaturalist.org/observations/160995438,https://inaturalist-open-data.s3.amazonaws.com/photos/278247118/medium.jpg,34.0316888333,-116.0761111667,4,4,desert mariposa lily,Calochortus kennedyi,desert mariposa lily,Plantae,61494
2023-05-10,https://www.inaturalist.org/observations/160995457,https://inaturalist-open-data.s3.amazonaws.com/photos/278247136/medium.jpg,32.845945,-117.17208,4,4,deerweed,Acmispon glaber,deerweed,Plantae,53134
2023-05-10,https://www.inaturalist.org/observations/160995461,https://inaturalist-open-data.s3.amazonaws.com/photos/278247148/medium.jpg,43.0693063047,-89.4395413623,5,5,black cherry,Prunus serotina,black cherry,Plantae,54834
2023-05-10,https://www.inaturalist.org/observations/160995496,https://static.inaturalist.org/photos/278248466/medium.jpeg,44.1195106506,-92.1751556396,6,6,largeflower bellwort,Uvularia grandiflora,largeflower bellwort,Plantae,126749
2023-05-10,https://www.inaturalist.org/observations/160995502,https://inaturalist-open-data.s3.amazonaws.com/photos/278247356/medium.jpg,43.472437285,-89.8784400823,2202,2202,Virginia spring beauty,Claytonia virginica,Virginia spring beauty,Plantae,117434
2023-05-10,https://www.inaturalist.org/observations/160995528,https://static.inaturalist.org/photos/278247279/medium.jpeg,34.0424141,-116.0708726997,,,Cushion Foxtail Cactus,Escobaria alversonii,Cushion Foxtail Cactus,Plantae,143721
2023-05-10,https://www.inaturalist.org/observations/160995543,https://inaturalist-open-data.s3.amazonaws.com/photos/278247344/medium.jpg,34.0345833333,-116.0747305,4,4,Cottontop Cactus,Homalocephala polycephala,Cottontop Cactus,Plantae,870498
2023-05-10,https://www.inaturalist.org/observations/160995551,https://static.inaturalist.org/photos/278247327/medium.jpeg,34.048284,-116.0681162997,,,Turpentine Broom,Thamnosma montana,Turpentine Broom,Plantae,68403
2023-05-10,https://www.inaturalist.org/observations/160995554,https://inaturalist-open-data.s3.amazonaws.com/photos/278247335/medium.jpg,43.5803716667,-72.5487883333,4,4,bloodroot,Sanguinaria canadensis,bloodroot,Plantae,51044
2023-05-10,https://www.inaturalist.org/observations/160995564,https://inaturalist-open-data.s3.amazonaws.com/photos/278247372/medium.jpg,32.8459366667,-117.17208,4,4,lemonade berry,Rhus integrifolia,lemonade berry,Plantae,55009
2023-05-10,https://www.inaturalist.org/observations/160995576,https://static.inaturalist.org/photos/278247381/medium.jpeg,34.0472407997,-116.0679322997,,,Cushion Foxtail Cactus,Escobaria alversonii,Cushion Foxtail Cactus,Plantae,143721
2023-05-10,https://www.inaturalist.org/observations/160995590,https://inaturalist-open-data.s3.amazonaws.com/photos/278247404/medium.jpg,43.5803866667,-72.5487533333,4,4,yellow trout lily,Erythronium americanum,yellow trout lily,Plantae,48240
